West US 2 A DC1 -> [([[West US 2 A_gateway1, GigabitEthernet0/0/1], [West US 2 A_gateway2, GigabitEthernet0/0/1]], [10.0.0.0/16])]
        ([[Qatar Central B_gateway1, GigabitEthernet0/0/4], [Qatar Central B_gateway2, GigabitEthernet0/0/4]], [14.4.0.0/16]),
        ([[Qatar Central B_gateway1, GigabitEthernet0/0/5], [Qatar Central B_gateway2, GigabitEthernet0/0/5]], [14.5.0.0/16])
    ]

Qatar Central C -> [
        ([[Qatar Central C_gateway1, GigabitEthernet0/0/1], [Qatar Central C_gateway2, GigabitEthernet0/0/1]], [14.6.0.0/16]),
        ([[Qatar Central C_gateway1, GigabitEthernet0/0/2], [Qatar Central C_gateway2, GigabitEthernet0/0/2]], [14.7.0.0/16]),
        ([[Qatar Central C_gateway1, GigabitEthernet0/0/3], [Qatar Central C_gateway2, GigabitEthernet0/0/3]], [14.8.0.0/16]),
        ([[Qatar Central C_gateway1, GigabitEthernet0/0/4], [Qatar Central C_gateway2, GigabitEthernet0/0/4]], [14.9.0.0/16]),
        ([[Qatar Central C_gateway1, GigabitEthernet0/0/5], [Qatar Central C_gateway2, GigabitEthernet0/0/5]], [14.10.0.0/16])
    ]

Qatar Central D -> [
        ([[Qatar Central D_gateway1, GigabitEthernet0/0/1], [Qatar Central D_gateway2, GigabitEthernet0/0/1]], [14.11.0.0/16]),
        ([[Qatar Central D_gateway1, GigabitEthernet0/0/2], [Qatar Central D_gateway2, GigabitEthernet0/0/2]], [14.12.0.0/16]),
        ([[Qatar Central D_gateway1, GigabitEthernet0/0/3], [Qatar Central D_gateway2, GigabitEthernet0/0/3]], [14.13.0.0/16]),
        ([[Qatar Central D_gateway1, GigabitEthernet0/0/4], [Qatar Central D_gateway2, GigabitEthernet0/0/4]], [14.14.0.0/16]),
        ([[Qatar Central D_gateway1, GigabitEthernet0/0/5], [Qatar Central D_gateway2, GigabitEthernet0/0/5]], [14.15.0.0/16])
    ]

Qatar Central E -> [
        ([[Qatar Central E_gateway1, GigabitEthernet0/0/1], [Qatar Central E_gateway2, GigabitEthernet0/0/1]], [14.16.0.0/16]),
        ([[Qatar Central E_gateway1, GigabitEthernet0/0/2], [Qatar Central E_gateway2, GigabitEthernet0/0/2]], [14.17.0.0/16]),
        ([[Qatar Central E_gateway1, GigabitEthernet0/0/3], [Qatar Central E_gateway2, GigabitEthernet0/0/3]], [14.18.0.0/16]),
        ([[Qatar Central E_gateway1, GigabitEthernet0/0/4], [Qatar Central E_gateway2, GigabitEthernet0/0/4]], [14.19.0.0/16]),
        ([[Qatar Central E_gateway1, GigabitEthernet0/0/5], [Qatar Central E_gateway2, GigabitEthernet0/0/5]], [14.20.0.0/16])
    ]

Qatar Central F -> [
        ([[Qatar Central F_gateway1, GigabitEthernet0/0/1], [Qatar Central F_gateway2, GigabitEthernet0/0/1]], [14.21.0.0/16]),
        ([[Qatar Central F_gateway1, GigabitEthernet0/0/2], [Qatar Central F_gateway2, GigabitEthernet0/0/2]], [14.22.0.0/16]),
        ([[Qatar Central F_gateway1, GigabitEthernet0/0/3], [Qatar Central F_gateway2, GigabitEthernet0/0/3]], [14.23.0.0/16]),
        ([[Qatar Central F_gateway1, GigabitEthernet0/0/4], [Qatar Central F_gateway2, GigabitEthernet0/0/4]], [14.24.0.0/16]),
        ([[Qatar Central F_gateway1, GigabitEthernet0/0/5], [Qatar Central F_gateway2, GigabitEthernet0/0/5]], [14.25.0.0/16])
    ]

UAE North A -> [
        ([[UAE North A_gateway1, GigabitEthernet0/0/1], [UAE North A_gateway2, GigabitEthernet0/0/1]], [14.26.0.0/16]),
        ([[UAE North A_gateway1, GigabitEthernet0/0/2], [UAE North A_gateway2, GigabitEthernet0/0/2]], [14.27.0.0/16]),
        ([[UAE North A_gateway1, GigabitEthernet0/0/3], [UAE North A_gateway2, GigabitEthernet0/0/3]], [14.28.0.0/16]),
        ([[UAE North A_gateway1, GigabitEthernet0/0/4], [UAE North A_gateway2, GigabitEthernet0/0/4]], [14.29.0.0/16]),
        ([[UAE North A_gateway1, GigabitEthernet0/0/5], [UAE North A_gateway2, GigabitEthernet0/0/5]], [14.30.0.0/16])
    ]

UAE North B -> [
        ([[UAE North B_gateway1, GigabitEthernet0/0/1], [UAE North B_gateway2, GigabitEthernet0/0/1]], [14.31.0.0/16]),
        ([[UAE North B_gateway1, GigabitEthernet0/0/2], [UAE North B_gateway2, GigabitEthernet0/0/2]], [14.32.0.0/16]),
        ([[UAE North B_gateway1, GigabitEthernet0/0/3], [UAE North B_gateway2, GigabitEthernet0/0/3]], [14.33.0.0/16]),
        ([[UAE North B_gateway1, GigabitEthernet0/0/4], [UAE North B_gateway2, GigabitEthernet0/0/4]], [14.34.0.0/16]),
        ([[UAE North B_gateway1, GigabitEthernet0/0/5], [UAE North B_gateway2, GigabitEthernet0/0/5]], [14.35.0.0/16])
    ]

UAE North C -> [
        ([[UAE North C_gateway1, GigabitEthernet0/0/1], [UAE North C_gateway2, GigabitEthernet0/0/1]], [14.36.0.0/16]),
        ([[UAE North C_gateway1, GigabitEthernet0/0/2], [UAE North C_gateway2, GigabitEthernet0/0/2]], [14.37.0.0/16]),
        ([[UAE North C_gateway1, GigabitEthernet0/0/3], [UAE North C_gateway2, GigabitEthernet0/0/3]], [14.38.0.0/16]),
        ([[UAE North C_gateway1, GigabitEthernet0/0/4], [UAE North C_gateway2, GigabitEthernet0/0/4]], [14.39.0.0/16]),
        ([[UAE North C_gateway1, GigabitEthernet0/0/5], [UAE North C_gateway2, GigabitEthernet0/0/5]], [14.40.0.0/16])
    ]

UAE North D -> [
        ([[UAE North D_gateway1, GigabitEthernet0/0/1], [UAE North D_gateway2, GigabitEthernet0/0/1]], [14.41.0.0/16]),
        ([[UAE North D_gateway1, GigabitEthernet0/0/2], [UAE North D_gateway2, GigabitEthernet0/0/2]], [14.42.0.0/16]),
        ([[UAE North D_gateway1, GigabitEthernet0/0/3], [UAE North D_gateway2, GigabitEthernet0/0/3]], [14.43.0.0/16]),
        ([[UAE North D_gateway1, GigabitEthernet0/0/4], [UAE North D_gateway2, GigabitEthernet0/0/4]], [14.44.0.0/16]),
        ([[UAE North D_gateway1, GigabitEthernet0/0/5], [UAE North D_gateway2, GigabitEthernet0/0/5]], [14.45.0.0/16])
    ]

UAE North E -> [
        ([[UAE North E_gateway1, GigabitEthernet0/0/1], [UAE North E_gateway2, GigabitEthernet0/0/1]], [14.46.0.0/16]),
        ([[UAE North E_gateway1, GigabitEthernet0/0/2], [UAE North E_gateway2, GigabitEthernet0/0/2]], [14.47.0.0/16]),
        ([[UAE North E_gateway1, GigabitEthernet0/0/3], [UAE North E_gateway2, GigabitEthernet0/0/3]], [14.48.0.0/16]),
        ([[UAE North E_gateway1, GigabitEthernet0/0/4], [UAE North E_gateway2, GigabitEthernet0/0/4]], [14.49.0.0/16]),
        ([[UAE North E_gateway1, GigabitEthernet0/0/5], [UAE North E_gateway2, GigabitEthernet0/0/5]], [14.50.0.0/16])
    ]

UAE North F -> [
        ([[UAE North F_gateway1, GigabitEthernet0/0/1], [UAE North F_gateway2, GigabitEthernet0/0/1]], [14.51.0.0/16]),
        ([[UAE North F_gateway1, GigabitEthernet0/0/2], [UAE North F_gateway2, GigabitEthernet0/0/2]], [14.52.0.0/16]),
        ([[UAE North F_gateway1, GigabitEthernet0/0/3], [UAE North F_gateway2, GigabitEthernet0/0/3]], [14.53.0.0/16]),
        ([[UAE North F_gateway1, GigabitEthernet0/0/4], [UAE North F_gateway2, GigabitEthernet0/0/4]], [14.54.0.0/16]),
        ([[UAE North F_gateway1, GigabitEthernet0/0/5], [UAE North F_gateway2, GigabitEthernet0/0/5]], [14.55.0.0/16])
    ]

Central India A -> [
        ([[Central India A_gateway1, GigabitEthernet0/0/1], [Central India A_gateway2, GigabitEthernet0/0/1]], [14.56.0.0/16]),
        ([[Central India A_gateway1, GigabitEthernet0/0/2], [Central India A_gateway2, GigabitEthernet0/0/2]], [14.57.0.0/16]),
        ([[Central India A_gateway1, GigabitEthernet0/0/3], [Central India A_gateway2, GigabitEthernet0/0/3]], [14.58.0.0/16]),
        ([[Central India A_gateway1, GigabitEthernet0/0/4], [Central India A_gateway2, GigabitEthernet0/0/4]], [14.59.0.0/16]),
        ([[Central India A_gateway1, GigabitEthernet0/0/5], [Central India A_gateway2, GigabitEthernet0/0/5]], [14.60.0.0/16])
    ]

Central India B -> [
        ([[Central India B_gateway1, GigabitEthernet0/0/1], [Central India B_gateway2, GigabitEthernet0/0/1]], [14.61.0.0/16]),
        ([[Central India B_gateway1, GigabitEthernet0/0/2], [Central India B_gateway2, GigabitEthernet0/0/2]], [14.62.0.0/16]),
        ([[Central India B_gateway1, GigabitEthernet0/0/3], [Central India B_gateway2, GigabitEthernet0/0/3]], [14.63.0.0/16]),
        ([[Central India B_gateway1, GigabitEthernet0/0/4], [Central India B_gateway2, GigabitEthernet0/0/4]], [14.64.0.0/16]),
        ([[Central India B_gateway1, GigabitEthernet0/0/5], [Central India B_gateway2, GigabitEthernet0/0/5]], [14.65.0.0/16])
    ]

Central India C -> [
        ([[Central India C_gateway1, GigabitEthernet0/0/1], [Central India C_gateway2, GigabitEthernet0/0/1]], [14.66.0.0/16]),
        ([[Central India C_gateway1, GigabitEthernet0/0/2], [Central India C_gateway2, GigabitEthernet0/0/2]], [14.67.0.0/16]),
        ([[Central India C_gateway1, GigabitEthernet0/0/3], [Central India C_gateway2, GigabitEthernet0/0/3]], [14.68.0.0/16]),
        ([[Central India C_gateway1, GigabitEthernet0/0/4], [Central India C_gateway2, GigabitEthernet0/0/4]], [14.69.0.0/16]),
        ([[Central India C_gateway1, GigabitEthernet0/0/5], [Central India C_gateway2, GigabitEthernet0/0/5]], [14.70.0.0/16])
    ]

Central India D -> [
        ([[Central India D_gateway1, GigabitEthernet0/0/1], [Central India D_gateway2, GigabitEthernet0/0/1]], [14.71.0.0/16]),
        ([[Central India D_gateway1, GigabitEthernet0/0/2], [Central India D_gateway2, GigabitEthernet0/0/2]], [14.72.0.0/16]),
        ([[Central India D_gateway1, GigabitEthernet0/0/3], [Central India D_gateway2, GigabitEthernet0/0/3]], [14.73.0.0/16]),
        ([[Central India D_gateway1, GigabitEthernet0/0/4], [Central India D_gateway2, GigabitEthernet0/0/4]], [14.74.0.0/16]),
        ([[Central India D_gateway1, GigabitEthernet0/0/5], [Central India D_gateway2, GigabitEthernet0/0/5]], [14.75.0.0/16])
    ]

Central India E -> [
        ([[Central India E_gateway1, GigabitEthernet0/0/1], [Central India E_gateway2, GigabitEthernet0/0/1]], [14.76.0.0/16]),
        ([[Central India E_gateway1, GigabitEthernet0/0/2], [Central India E_gateway2, GigabitEthernet0/0/2]], [14.77.0.0/16]),
        ([[Central India E_gateway1, GigabitEthernet0/0/3], [Central India E_gateway2, GigabitEthernet0/0/3]], [14.78.0.0/16]),
        ([[Central India E_gateway1, GigabitEthernet0/0/4], [Central India E_gateway2, GigabitEthernet0/0/4]], [14.79.0.0/16]),
        ([[Central India E_gateway1, GigabitEthernet0/0/5], [Central India E_gateway2, GigabitEthernet0/0/5]], [14.80.0.0/16])
    ]

Central India F -> [
        ([[Central India F_gateway1, GigabitEthernet0/0/1], [Central India F_gateway2, GigabitEthernet0/0/1]], [14.81.0.0/16]),
        ([[Central India F_gateway1, GigabitEthernet0/0/2], [Central India F_gateway2, GigabitEthernet0/0/2]], [14.82.0.0/16]),
        ([[Central India F_gateway1, GigabitEthernet0/0/3], [Central India F_gateway2, GigabitEthernet0/0/3]], [14.83.0.0/16]),
        ([[Central India F_gateway1, GigabitEthernet0/0/4], [Central India F_gateway2, GigabitEthernet0/0/4]], [14.84.0.0/16]),
        ([[Central India F_gateway1, GigabitEthernet0/0/5], [Central India F_gateway2, GigabitEthernet0/0/5]], [14.85.0.0/16])
    ]

South India A -> [
        ([[South India A_gateway1, GigabitEthernet0/0/1], [South India A_gateway2, GigabitEthernet0/0/1]], [14.86.0.0/16]),
        ([[South India A_gateway1, GigabitEthernet0/0/2], [South India A_gateway2, GigabitEthernet0/0/2]], [14.87.0.0/16]),
        ([[South India A_gateway1, GigabitEthernet0/0/3], [South India A_gateway2, GigabitEthernet0/0/3]], [14.88.0.0/16]),
        ([[South India A_gateway1, GigabitEthernet0/0/4], [South India A_gateway2, GigabitEthernet0/0/4]], [14.89.0.0/16]),
        ([[South India A_gateway1, GigabitEthernet0/0/5], [South India A_gateway2, GigabitEthernet0/0/5]], [14.90.0.0/16])
    ]

South India B -> [
        ([[South India B_gateway1, GigabitEthernet0/0/1], [South India B_gateway2, GigabitEthernet0/0/1]], [14.91.0.0/16]),
        ([[South India B_gateway1, GigabitEthernet0/0/2], [South India B_gateway2, GigabitEthernet0/0/2]], [14.92.0.0/16]),
        ([[South India B_gateway1, GigabitEthernet0/0/3], [South India B_gateway2, GigabitEthernet0/0/3]], [14.93.0.0/16]),
        ([[South India B_gateway1, GigabitEthernet0/0/4], [South India B_gateway2, GigabitEthernet0/0/4]], [14.94.0.0/16]),
        ([[South India B_gateway1, GigabitEthernet0/0/5], [South India B_gateway2, GigabitEthernet0/0/5]], [14.95.0.0/16])
    ]

South India C -> [
        ([[South India C_gateway1, GigabitEthernet0/0/1], [South India C_gateway2, GigabitEthernet0/0/1]], [14.96.0.0/16]),
        ([[South India C_gateway1, GigabitEthernet0/0/2], [South India C_gateway2, GigabitEthernet0/0/2]], [14.97.0.0/16]),
        ([[South India C_gateway1, GigabitEthernet0/0/3], [South India C_gateway2, GigabitEthernet0/0/3]], [14.98.0.0/16]),
        ([[South India C_gateway1, GigabitEthernet0/0/4], [South India C_gateway2, GigabitEthernet0/0/4]], [14.99.0.0/16]),
        ([[South India C_gateway1, GigabitEthernet0/0/5], [South India C_gateway2, GigabitEthernet0/0/5]], [14.100.0.0/16])
    ]

South India D -> [
        ([[South India D_gateway1, GigabitEthernet0/0/1], [South India D_gateway2, GigabitEthernet0/0/1]], [14.101.0.0/16]),
        ([[South India D_gateway1, GigabitEthernet0/0/2], [South India D_gateway2, GigabitEthernet0/0/2]], [14.102.0.0/16]),
        ([[South India D_gateway1, GigabitEthernet0/0/3], [South India D_gateway2, GigabitEthernet0/0/3]], [14.103.0.0/16]),
        ([[South India D_gateway1, GigabitEthernet0/0/4], [South India D_gateway2, GigabitEthernet0/0/4]], [14.104.0.0/16]),
        ([[South India D_gateway1, GigabitEthernet0/0/5], [South India D_gateway2, GigabitEthernet0/0/5]], [14.105.0.0/16])
    ]

South India E -> [
        ([[South India E_gateway1, GigabitEthernet0/0/1], [South India E_gateway2, GigabitEthernet0/0/1]], [14.106.0.0/16]),
        ([[South India E_gateway1, GigabitEthernet0/0/2], [South India E_gateway2, GigabitEthernet0/0/2]], [14.107.0.0/16]),
        ([[South India E_gateway1, GigabitEthernet0/0/3], [South India E_gateway2, GigabitEthernet0/0/3]], [14.108.0.0/16]),
        ([[South India E_gateway1, GigabitEthernet0/0/4], [South India E_gateway2, GigabitEthernet0/0/4]], [14.109.0.0/16]),
        ([[South India E_gateway1, GigabitEthernet0/0/5], [South India E_gateway2, GigabitEthernet0/0/5]], [14.110.0.0/16])
    ]

South India F -> [
        ([[South India F_gateway1, GigabitEthernet0/0/1], [South India F_gateway2, GigabitEthernet0/0/1]], [14.111.0.0/16]),
        ([[South India F_gateway1, GigabitEthernet0/0/2], [South India F_gateway2, GigabitEthernet0/0/2]], [14.112.0.0/16]),
        ([[South India F_gateway1, GigabitEthernet0/0/3], [South India F_gateway2, GigabitEthernet0/0/3]], [14.113.0.0/16]),
        ([[South India F_gateway1, GigabitEthernet0/0/4], [South India F_gateway2, GigabitEthernet0/0/4]], [14.114.0.0/16]),
        ([[South India F_gateway1, GigabitEthernet0/0/5], [South India F_gateway2, GigabitEthernet0/0/5]], [14.115.0.0/16])
    ]

Southeast Asia A -> [
        ([[Southeast Asia A_gateway1, GigabitEthernet0/0/1], [Southeast Asia A_gateway2, GigabitEthernet0/0/1]], [14.116.0.0/16]),
        ([[Southeast Asia A_gateway1, GigabitEthernet0/0/2], [Southeast Asia A_gateway2, GigabitEthernet0/0/2]], [14.117.0.0/16]),
        ([[Southeast Asia A_gateway1, GigabitEthernet0/0/3], [Southeast Asia A_gateway2, GigabitEthernet0/0/3]], [14.118.0.0/16]),
        ([[Southeast Asia A_gateway1, GigabitEthernet0/0/4], [Southeast Asia A_gateway2, GigabitEthernet0/0/4]], [14.119.0.0/16]),
        ([[Southeast Asia A_gateway1, GigabitEthernet0/0/5], [Southeast Asia A_gateway2, GigabitEthernet0/0/5]], [14.120.0.0/16])
    ]

Southeast Asia B -> [
        ([[Southeast Asia B_gateway1, GigabitEthernet0/0/1], [Southeast Asia B_gateway2, GigabitEthernet0/0/1]], [14.121.0.0/16]),
        ([[Southeast Asia B_gateway1, GigabitEthernet0/0/2], [Southeast Asia B_gateway2, GigabitEthernet0/0/2]], [14.122.0.0/16]),
        ([[Southeast Asia B_gateway1, GigabitEthernet0/0/3], [Southeast Asia B_gateway2, GigabitEthernet0/0/3]], [14.123.0.0/16]),
        ([[Southeast Asia B_gateway1, GigabitEthernet0/0/4], [Southeast Asia B_gateway2, GigabitEthernet0/0/4]], [14.124.0.0/16]),
        ([[Southeast Asia B_gateway1, GigabitEthernet0/0/5], [Southeast Asia B_gateway2, GigabitEthernet0/0/5]], [14.125.0.0/16])
    ]

Southeast Asia C -> [
        ([[Southeast Asia C_gateway1, GigabitEthernet0/0/1], [Southeast Asia C_gateway2, GigabitEthernet0/0/1]], [14.126.0.0/16]),
        ([[Southeast Asia C_gateway1, GigabitEthernet0/0/2], [Southeast Asia C_gateway2, GigabitEthernet0/0/2]], [14.127.0.0/16]),
        ([[Southeast Asia C_gateway1, GigabitEthernet0/0/3], [Southeast Asia C_gateway2, GigabitEthernet0/0/3]], [14.128.0.0/16]),
        ([[Southeast Asia C_gateway1, GigabitEthernet0/0/4], [Southeast Asia C_gateway2, GigabitEthernet0/0/4]], [14.129.0.0/16]),
        ([[Southeast Asia C_gateway1, GigabitEthernet0/0/5], [Southeast Asia C_gateway2, GigabitEthernet0/0/5]], [14.130.0.0/16])
    ]

Southeast Asia D -> [
        ([[Southeast Asia D_gateway1, GigabitEthernet0/0/1], [Southeast Asia D_gateway2, GigabitEthernet0/0/1]], [14.131.0.0/16]),
        ([[Southeast Asia D_gateway1, GigabitEthernet0/0/2], [Southeast Asia D_gateway2, GigabitEthernet0/0/2]], [14.132.0.0/16]),
        ([[Southeast Asia D_gateway1, GigabitEthernet0/0/3], [Southeast Asia D_gateway2, GigabitEthernet0/0/3]], [14.133.0.0/16]),
        ([[Southeast Asia D_gateway1, GigabitEthernet0/0/4], [Southeast Asia D_gateway2, GigabitEthernet0/0/4]], [14.134.0.0/16]),
        ([[Southeast Asia D_gateway1, GigabitEthernet0/0/5], [Southeast Asia D_gateway2, GigabitEthernet0/0/5]], [14.135.0.0/16])
    ]

Southeast Asia E -> [
        ([[Southeast Asia E_gateway1, GigabitEthernet0/0/1], [Southeast Asia E_gateway2, GigabitEthernet0/0/1]], [14.136.0.0/16]),
        ([[Southeast Asia E_gateway1, GigabitEthernet0/0/2], [Southeast Asia E_gateway2, GigabitEthernet0/0/2]], [14.137.0.0/16]),
        ([[Southeast Asia E_gateway1, GigabitEthernet0/0/3], [Southeast Asia E_gateway2, GigabitEthernet0/0/3]], [14.138.0.0/16]),
        ([[Southeast Asia E_gateway1, GigabitEthernet0/0/4], [Southeast Asia E_gateway2, GigabitEthernet0/0/4]], [14.139.0.0/16]),
        ([[Southeast Asia E_gateway1, GigabitEthernet0/0/5], [Southeast Asia E_gateway2, GigabitEthernet0/0/5]], [14.140.0.0/16])
    ]

Southeast Asia F -> [
        ([[Southeast Asia F_gateway1, GigabitEthernet0/0/1], [Southeast Asia F_gateway2, GigabitEthernet0/0/1]], [14.141.0.0/16]),
        ([[Southeast Asia F_gateway1, GigabitEthernet0/0/2], [Southeast Asia F_gateway2, GigabitEthernet0/0/2]], [14.142.0.0/16]),
        ([[Southeast Asia F_gateway1, GigabitEthernet0/0/3], [Southeast Asia F_gateway2, GigabitEthernet0/0/3]], [14.143.0.0/16]),
        ([[Southeast Asia F_gateway1, GigabitEthernet0/0/4], [Southeast Asia F_gateway2, GigabitEthernet0/0/4]], [14.144.0.0/16]),
        ([[Southeast Asia F_gateway1, GigabitEthernet0/0/5], [Southeast Asia F_gateway2, GigabitEthernet0/0/5]], [14.145.0.0/16])
